,0
124,0.13968965411186218
125,0.4942324161529541
126,0.4825460612773895
127,0.48860257863998413
128,0.4649043679237366
129,0.41749322414398193
130,0.1333957016468048
131,0.138468936085701
132,0.49277403950691223
133,0.479045033454895
134,0.48351266980171204
135,0.4615909457206726
136,0.4143466353416443
137,0.1308256834745407
138,0.13590790331363678
139,0.4892258644104004
140,0.4745364487171173
141,0.48351508378982544
142,0.4596537947654724
143,0.4122975468635559
144,0.12954221665859222
145,0.13450899720191956
146,0.48710310459136963
147,0.47445935010910034
148,0.4879857897758484
149,0.4605623483657837
150,0.4127022624015808
151,0.13029193878173828
152,0.13515052199363708
153,0.48770779371261597
154,0.47547540068626404
155,0.4900095462799072
156,0.4617955684661865
157,0.4137125611305237
158,0.1312975287437439
159,0.13619908690452576
160,0.4889104962348938
161,0.47915852069854736
162,0.4938535690307617
163,0.464263379573822
164,0.4162631630897522
165,0.13321234285831451
166,0.13808199763298035
167,0.49163711071014404
168,0.48254483938217163
169,0.4951079487800598
170,0.4663991630077362
171,0.4183272123336792
172,0.13468417525291443
173,0.13965168595314026
174,0.49387624859809875
175,0.48338907957077026
176,0.49226847290992737
177,0.46627411246299744
178,0.41843274235725403
179,0.13450810313224792
180,0.139584481716156
181,0.49396222829818726
182,0.4829180836677551
183,0.4902472496032715
184,0.4654066264629364
185,0.4177609086036682
186,0.13381491601467133
187,0.13888081908226013
188,0.4931979477405548
189,0.48082414269447327
190,0.48676031827926636
191,0.4633306562900543
192,0.4158329367637634
193,0.13218149542808533
194,0.1372509002685547
195,0.4910082519054413
196,0.4774817228317261
197,0.48506760597229004
198,0.4612785875797272
199,0.4138481020927429
200,0.1307288110256195
201,0.13573725521564484
202,0.48885294795036316
203,0.47597628831863403
204,0.48733264207839966
205,0.461148738861084
206,0.41341495513916016
207,0.13071945309638977
208,0.1356387734413147
209,0.48850589990615845
210,0.4760856032371521
211,0.48931583762168884
212,0.4618526101112366
213,0.41384920477867126
214,0.13132527470588684
215,0.13624219596385956
216,0.4891015291213989
217,0.47810739278793335
218,0.4922536611557007
219,0.46351689100265503
220,0.4154426157474518
221,0.13266707956790924
222,0.13756835460662842
223,0.49089139699935913
224,0.4810541570186615
225,0.4941025674343109
226,0.4653877317905426
227,0.41729024052619934
228,0.13402777910232544
229,0.13897034525871277
230,0.49288469552993774
231,0.48248088359832764
232,0.4927862584590912
233,0.4658700227737427
234,0.41791874170303345
235,0.13430602848529816
236,0.13933593034744263
237,0.49351730942726135
238,0.48261386156082153
239,0.49096882343292236
240,0.4654286503791809
241,0.41767796874046326
242,0.1338992714881897
243,0.1389494389295578
244,0.49318355321884155
245,0.4813442826271057
246,0.48827284574508667
247,0.4640190601348877
248,0.4164077341556549
249,0.13274633884429932
250,0.13780459761619568
251,0.49171194434165955
252,0.4788539409637451
253,0.48629796504974365
254,0.4622456729412079
255,0.41472721099853516
256,0.1314391940832138
257,0.13646258413791656
258,0.4898521304130554
259,0.47705453634262085
260,0.4871658682823181
261,0.46160292625427246
262,0.4139230251312256
263,0.13103362917900085
264,0.13598765432834625
265,0.4890497624874115
266,0.476600706577301
267,0.4888560175895691
268,0.4619234800338745
269,0.41400623321533203
270,0.13135334849357605
271,0.13628296554088593
272,0.4892525374889374
273,0.47776511311531067
274,0.4912635087966919
275,0.4631214141845703
276,0.41507256031036377
277,0.13234245777130127
278,0.1372586190700531
279,0.49049851298332214
280,0.48009344935417175
281,0.49317675828933716
282,0.46470123529434204
283,0.41661280393600464
284,0.1335308849811554
285,0.13846823573112488
286,0.4921844005584717
287,0.48174235224723816
288,0.49287688732147217
289,0.4654885530471802
290,0.41748934984207153
291,0.1340653896331787
292,0.13906612992286682
293,0.49310004711151123
294,0.48227083683013916
295,0.4914252758026123
296,0.4653646945953369
297,0.417538583278656
298,0.1338958889245987
299,0.13893096148967743
300,0.49307993054389954
301,0.4815217852592468
302,0.4892013370990753
303,0.4643635153770447
304,0.41668203473091125
305,0.13305337727069855
306,0.13810136914253235
307,0.49206241965293884
308,0.4796498417854309
309,0.48726436495780945
310,0.46288904547691345
311,0.4153062701225281
312,0.1319303810596466
313,0.13695794343948364
314,0.49051594734191895
315,0.4778583347797394
316,0.48725342750549316
317,0.462007999420166
318,0.41434863209724426
319,0.13132023811340332
320,0.13629642128944397
321,0.48950862884521484
322,0.47705864906311035
323,0.4885409474372864
324,0.4620256721973419
325,0.4141741693019867
326,0.13140803575515747
327,0.13635015487670898
328,0.48941221833229065
329,0.47766953706741333
330,0.49057257175445557
331,0.46288758516311646
332,0.41488128900527954
333,0.1321374624967575
334,0.13706368207931519
335,0.49027401208877563
336,0.4794529676437378
337,0.4924061596393585
338,0.4642047882080078
339,0.41613686084747314
340,0.13315428793430328
341,0.13809144496917725
342,0.491672158241272
343,0.48111963272094727
344,0.492740273475647
345,0.4651279151439667
346,0.4171091914176941
347,0.13381610810756683
348,0.138798326253891
349,0.49270927906036377
350,0.4819161891937256
351,0.4917120337486267
352,0.4652545154094696
353,0.41737455129623413
354,0.13384339213371277
355,0.13886430859565735
356,0.4929342269897461
357,0.481555700302124
358,0.4898490905761719
359,0.46455657482147217
360,0.41682034730911255
361,0.13323676586151123
362,0.1382758915424347
363,0.4922516942024231
364,0.48015254735946655
