,0
139,0.40722113847732544
140,0.3905109763145447
141,0.3939681053161621
142,0.3967035114765167
143,0.3282260000705719
144,0.06464362889528275
145,0.10807862132787704
146,0.40731000900268555
147,0.3905310332775116
148,0.39402997493743896
149,0.39677417278289795
150,0.3281621038913727
151,0.06460044533014297
152,0.10824518650770187
153,0.407374769449234
154,0.3905453383922577
155,0.3940751552581787
156,0.39682576060295105
157,0.32811489701271057
158,0.06456870585680008
159,0.10836846381425858
160,0.4074227511882782
161,0.39055582880973816
162,0.3941081762313843
163,0.39686381816864014
164,0.32807934284210205
165,0.06454513221979141
166,0.10845958441495895
167,0.40745797753334045
168,0.3905635476112366
169,0.3941327631473541
170,0.39689192175865173
171,0.32805341482162476
172,0.06452778726816177
173,0.10852689296007156
174,0.4074835777282715
175,0.3905690312385559
176,0.394150972366333
177,0.3969128131866455
178,0.3280338943004608
179,0.0645148828625679
180,0.1085766926407814
181,0.4075031280517578
182,0.3905733823776245
183,0.3941643238067627
184,0.3969281315803528
185,0.32801976799964905
186,0.06450524181127548
187,0.10861382633447647
188,0.4075174033641815
189,0.3905765116214752
190,0.39417415857315063
191,0.39693957567214966
192,0.3280090391635895
193,0.06449831277132034
194,0.10864127427339554
195,0.4075276255607605
196,0.3905786871910095
197,0.39418143033981323
198,0.3969476521015167
199,0.32800087332725525
200,0.06449273973703384
201,0.10866112262010574
202,0.4075349271297455
203,0.3905799090862274
204,0.39418649673461914
205,0.3969534635543823
206,0.3279949426651001
207,0.0644892230629921
208,0.10867645591497421
209,0.4075411260128021
210,0.3905816972255707
211,0.39419081807136536
212,0.39695844054222107
213,0.32799065113067627
214,0.06448613852262497
215,0.10868718475103378
216,0.40754473209381104
217,0.39058196544647217
218,0.3941934406757355
219,0.3969614505767822
220,0.3279871940612793
221,0.06448417156934738
222,0.1086956337094307
223,0.40754836797714233
224,0.39058300852775574
225,0.3941956162452698
226,0.39696401357650757
227,0.32798489928245544
228,0.06448223441839218
229,0.10870138555765152
230,0.4075506031513214
231,0.3905830681324005
232,0.3941970467567444
233,0.396965891122818
234,0.3279830813407898
235,0.064481221139431
236,0.10870624333620071
237,0.4075523018836975
238,0.3905838429927826
239,0.39419859647750854
240,0.39696747064590454
241,0.3279818594455719
242,0.06448059529066086
243,0.10870952159166336
244,0.4075535833835602
245,0.39058393239974976
246,0.3941991627216339
247,0.39696845412254333
248,0.3279809355735779
249,0.06447971612215042
250,0.10871214419603348
251,0.4075549244880676
252,0.3905843496322632
253,0.3942001163959503
254,0.39696934819221497
255,0.3279801607131958
256,0.06447916477918625
257,0.10871397703886032
258,0.40755540132522583
259,0.3905842900276184
260,0.39420053362846375
261,0.3969697654247284
262,0.32797959446907043
263,0.06447876244783401
264,0.1087154820561409
265,0.40755605697631836
266,0.39058464765548706
267,0.3942010700702667
268,0.39697033166885376
269,0.32797935605049133
270,0.06447849422693253
271,0.10871665924787521
272,0.4075565040111542
273,0.39058440923690796
274,0.3942011594772339
275,0.3969705402851105
276,0.32797884941101074
277,0.06447824090719223
278,0.10871746391057968
279,0.40755683183670044
280,0.39058467745780945
281,0.39420151710510254
282,0.3969709575176239
283,0.32797864079475403
284,0.06447816640138626
285,0.1087183877825737
286,0.4075573980808258
287,0.39058491587638855
288,0.3942018449306488
289,0.3969712555408478
290,0.3279786705970764
291,0.06447798758745193
292,0.10871884971857071
293,0.4075573980808258
294,0.390584796667099
295,0.39420193433761597
296,0.39697131514549255
297,0.3279781937599182
298,0.06447770446538925
299,0.10871919244527817
300,0.4075576663017273
301,0.390584796667099
302,0.3942020833492279
303,0.39697137475013733
304,0.3279782831668854
305,0.06447789818048477
306,0.10871916264295578
307,0.40755710005760193
308,0.39058464765548706
309,0.39420193433761597
310,0.39697137475013733
311,0.32797786593437195
312,0.06447757035493851
313,0.10871905833482742
314,0.4075568616390228
315,0.3905843198299408
316,0.3942015469074249
317,0.39697104692459106
318,0.3279776871204376
319,0.06447764486074448
320,0.10871955007314682
321,0.40755730867385864
322,0.3905846178531647
323,0.39420199394226074
324,0.3969714641571045
325,0.32797771692276
326,0.0644775852560997
327,0.10871990770101547
328,0.40755754709243774
329,0.390584796667099
330,0.3942020535469055
331,0.39697152376174927
332,0.3279777467250824
333,0.06447754055261612
334,0.10871999710798264
335,0.4075576663017273
336,0.39058467745780945
337,0.3942020535469055
338,0.39697152376174927
339,0.3279776871204376
340,0.06447743624448776
341,0.10872010141611099
342,0.4075576961040497
343,0.390584796667099
344,0.3942022919654846
345,0.39697158336639404
346,0.3279775083065033
347,0.06447728723287582
348,0.10871981829404831
349,0.4075573980808258
350,0.3905845284461975
351,0.39420199394226074
352,0.39697137475013733
353,0.3279774785041809
354,0.06447745114564896
355,0.10871993750333786
356,0.4075574576854706
357,0.39058464765548706
358,0.3942021429538727
359,0.39697155356407166
360,0.3279777765274048
361,0.06447765976190567
362,0.10872028023004532
363,0.407557874917984
364,0.3905850350856781
